-2.344913369,0.541770612,0.308087929,0.541770612
-1.278761004,1.882752376,1.84860904,1.882752376
0.728533634,1.580575537,-1.167166063,1.580575537
4.0820779,1.633427253,4.549879984,1.633427253
-2.98318069,-0.277657975,-3.816434194,-0.277657975
3.98389685,4.695281661,-4.608999447,4.695281661
4.446752686,-0.978029373,0.045050329,-0.978029373
1.607977925,3.495521038,0.784825552,3.495521038
1.291140439,2.566449074,3.393039079,2.566449074
-4.382137295,0.326012194,1.544449753,0.326012194
-2.940254251,3.741496608,4.445283399,3.741496608
-3.234432475,-0.328848844,0.116576296,-0.328848844
1.870228467,-4.918715446,-4.150789408,-4.918715446
-1.158962818,2.277670046,4.947705094,2.277670046
2.6984142,2.165894788,-0.985558801,2.165894788
-0.023007579,-3.12573629,3.956462967,-3.12573629
2.176185083,1.460672768,3.768584121,1.460672768
4.919060948,0.419792798,-2.03515202,0.419792798
-1.199648206,-1.646792402,-3.674080903,-1.646792402
2.774452213,1.379087232,-2.340890924,1.379087232
4.347052311,3.292010638,-4.942724572,3.292010638
-2.878574787,2.089751984,3.196018215,2.089751984
1.516737661,-1.514496491,-3.25338321,-1.514496491
-3.74444904,-3.716721251,3.430805521,3.430805521
-2.327793313,-1.119215111,-3.332878333,-3.332878333
-1.138859075,4.281775483,2.64019435,2.64019435
-4.866096668,3.043907713,0.189380874,0.189380874
-1.176120429,2.586968071,-2.273146966,-2.273146966
3.696908457,4.572498889,-1.567968642,-1.567968642
-1.596510033,4.939138787,2.050753401,2.050753401
-0.179198845,1.064409947,0.915353012,0.915353012
0.995658254,-4.706228345,-0.306209624,-0.306209624
-0.06458693,-1.635546421,-1.636233944,-1.636233944
-3.137823986,-2.223419133,4.678374287,4.678374287
3.273733186,-3.828024499,1.458418837,1.458418837
1.684667382,-4.56781741,-3.036988308,-3.036988308
2.942398607,-1.296902143,-1.428196148,-1.428196148
-3.920563741,-1.631216912,0.130180821,0.130180821
2.23710946,-3.263474465,3.829967405,3.829967405
-0.887255704,1.217732795,-3.473324347,-3.473324347
3.209462941,-1.021563725,-2.695384026,-2.695384026
1.470601938,4.556757687,-3.370114216,-3.370114216
2.829327623,1.533494431,1.14346859,1.14346859
0.530363116,-1.712562833,0.016364439,0.016364439
0.297195802,-3.028532865,-3.118811119,-3.118811119
